Key,en,zh-TW,zh-CN,ms,pt,ja,es,ar,bn,hi,id,ko,my,th,vi,tl,fr,sw
membership_level.general_member,General Player,一般會員,一般会员,Ahli Umum,Membro Geral,一般会員,Miembro general,عضو عادي,সাধারণ সদস্য,सामान्य सदस्य,Anggota Umum,일반 회원,အထွေထွေအဖွဲ့ဝင်,สมาชิกทั่วไป,Thành viên chung,General Member,Membre général,Mwanachama Mkuu
membership_level.gold_vip,Gold VIP,黃金貴賓,黄金贵宾,VIP Emas,VIP Ouro,ゴールドVIP,VIP Oro,عضو VIP ذهبي,গোল্ড ভিআইপি,सोने वीआईपी,VIP Emas,골드 VIP,ရွှေ VIP,โกลด์ วีไอพี,Vàng VIP,Gold VIP,VIP Or,VIP ya Dhahabu
membership_level.initial_member,Initial Level,預設層級,预设层级,Pangkat Permulaan,Nível inicial,デフォルトレベル,Nivel inicial,المستوى الابتدائي,প্রাথমিক স্তর,प्रारंभिक सदस्य,Level Awal,기본 등급,ကနဦးအဆင့်,ระดับเริ่มต้น,Cấp độ ban đầu,Initial Level,Niveau initial,Kiwango cha Awali
membership_level.pick_all,Pick all,全選,全选,Pilih Semua,Escolher todos,全選,Seleccionar todo,تحديد الكل,সব বাছাই করুন,सभी चुनें,Pilih semua,전체 선택,အားလုံးကို ရွေးပါ။,เลือกทั้งหมด,Chọn tất cả,Piliin lahat,Sélectionnez tout,Chagua zote
membership_level.platinum_vip,Platinum VIP,白金貴賓,白金贵宾,VIP Platinum,VIP Platina,プラチナVIP,VIP Platino,عضو VIP بلاتيني,প্ল্যাটিনাম ভিআইপি,प्लेटिनम वीआईपी,VIP Platinum,플래티넘 VIP,ပလက်တီနမ် VIP,แพลทินัม วีไอพี,VIP bạch kim,Platinum VIP,VIP Platine,VIP ya Platinamu
membership_level.silver_vip,Silver VIP,白銀貴賓,白银贵宾,VIP Perak,VIP Prata,シルバーVIP,VIP Plata,عضو VIP فضي,সিলভার ভিআইপি,चांदी वीआईपी,VIP Perak,실버 VIP,ငွေရောင် VIP,ซิลเวอร์ วีไอพี,Bạc VIP,Silver VIP,VIP Argent,VIP ya Fedha
menu.account_flow_report,Record Account Changes,帳變明細,帐变明细,Rincian Perubahan Akaun,Relatório do Fluxo da Conta,アカウント変更詳細,Informe de flujo de cuentas,سجل رصيد العضو,সদস্য ব্যালেন্স রেকর্ড,खाता प्रवाह रिपोर्ट,Laporan Arus Akun,회원 잔고 내역,မန်ဘာလက်ကျန်မှတ်တမ်း,รายงานกระแสบัญชี,Báo cáo luồng tài khoản,Record sa Member Balance,Enregistrer les modifications du compte,Rekodi Mabadiliko ya Akaunti
menu.account_management,Backoffice management,帳號管理,帐号管理,Akaun Pengurusan,Gerenciamento da Conta,アカウント管理,Gestión de cuentas,إدارة الحسابات,অ্যাকাউন্ট ব্যবস্থাপনা,खाता प्रबंधन,Manajemen Akun,계정 관리,အကောင့်စီမံခန့်ခွဲမှု,การจัดการบัญชี,Quản lý tài khoản,Account sa Management,Gestion de compte,Usimamizi wa Akaunti
menu.account_settings,Account Settings,帳號設定,账号设定,Tetapan Akaun,Configurações da Conta,アカウント設定,Configuración de Cuenta,إعدادات الحساب,অ্যাকাউন্ট সেটিংস,खाता सेटिंग्स,Pengaturan Akun,계정 설정,အကောင့်ဆက်တင်များ,การตั้งค่าบัญชี,Cài đặt tài khoản,Mga Setting sa Account,Paramètres du compte,Mipangilio ya Akaunti
menu.ads_marketing_service,ADS Marketing Service,ADS行銷服務,ADS营销服务,Khidmat Pemasaran IKLAN,serviço de marketing ADS,ADSマーケティングサービス,servicio de marketing ADS,خدمة إعلانات وتسويق,বিজ্ঞাপন মার্কেটিং সার্ভিস,विज्ञापन विपणन सेवा,layanan pemasaran ADS,ADS 마케팅 서비스,ADS စျေးကွက်ရှာဖွေရေးဝန်ဆောင်မှု,บริการการตลาด ADS,dịch vụ tiếp thị ADS,ADS Marketing Service,Service de marketing ADS,Huduma ya Masoko ya ADS
menu.advertising_and_description_settings,Advertising and Description Settings,廣宣與說明設定,廣宣與說明設定,Pengaturan Iklan dan Penerangan,Configuração de Publicidade e Descrição,広告と説明の設定,Configuración de Publicidad y Descripción,إعدادات الإعلانات والأوصاف,বিজ্ঞাপন এবং বর্ণনা সেটিংস,विज्ञापन और विवरण सेटिंग्स,Pengaturan Iklan dan Deskripsi,광고 및 설명 설정,ကြော်ငြာနှင့်ဖော်ပြချက် သတ်မှတ်မှု,การตั้งค่าโฆษณาและคำอธิบาย,Cài đặt Quảng cáo và Mô tả,Pagsasaayos ng Advertising at Paglalarawan,Paramètres de publicité et de description,Mipangilio ya Matangazo na Maelezo
menu.affiliateDetails,Affiliate details,代理詳情,代理详情,Butiran afiliasi,Detalhes do afiliado,アフィリエイト詳細,Detalles del afiliado,تفاصيل الشريك التابع,অ্যাফিলিয়েটের বিবরণ,एफ़िलिएट विवरण,Detail afiliasi,제휴사 상세정보,ကိုယ်စားလှယ်အသေးစိတ်,รายละเอียดพันธมิตร,Chi tiết đối tác liên kết,Mga detalye ng affiliate,Détails du programme d'affiliation,Maelezo ya mshirika
menu.agency_commission_detail,Agent Rebate Details,代理返水明細,代理返水明細,Rincian Rebat bagi Agen,Detalhes do Afiliado,代理リベート明細,Detalles del afiliado,تفاصيل استرداد الوكلاء,এজেন্ট রিবেটের বিস্তারিত,एजेंसी कमीशन विवरण,Rincian Afiliasi,대리점 리베이트 상세,ကိုယ်စားလှယ်ပြန်အမ်းငွေအသေးစိတ်,รายละเอียดพันธมิตร,Chi tiết liên kết,Mga Detalye sa Agent Rebate,Détails de la remise pour agents,Maelezo ya Punguzo la Wakala
menu.agency_commission_report,Agent Rebate Report,代理返水報表,代理返水报表,Laporan Rebat bagi Agen,Relatório do Afiliado,代理リベート報告書,Informe de afiliados,تقرير استرداد الوكلاء,এজেন্ট রিবেট প্রতিবেদন,एजेंसी कमीशन रिपोर्ट,Laporan Afiliasi,대리점 리베이트 보고서,အေးဂျင့်ပြန်အမ်းငွေအစီရင်ခံစာ,รายงานการคืนเงินตัวแทน,Báo cáo hoàn tiền đại lý,Report sa Agent Rebate,Rapport sur les remises des agents,Ripoti ya Marejesho ya Wakala
menu.agency_commission_review,Rebate Review for Agent,代理返水審核,代理返水审核,Kajian Semula Rebat bagi Agen,Revisão da Comissão da Agência,代理リベートの審査,Revisión de la comisión de la agencia,مراجعة استرداد الوكلاء,এজেন্টের জন্য রিবেট পর্যালোচনা,एजेंसी कमीशन समीक्षा,Tinjauan Komisi Agen,대리점 리베이트 심사,ကိုယ်စားလှယ်အတွက် ပြန်အမ်းငွေ ပြန်လည်သုံးသပ်ခြင်း။,การตรวจสอบการคืนเงินตัวแทน,Xem xét hoàn tiền cho đại lý,Rebate Review para sa ahente,Examen des remises pour les agents,Mapitio ya Marejesho kwa Wakala
menu.agency_management,Agent Management,代理管理,代理管理,Pengurusan Agen,Gerenciamento da Agência,代理管理,Gestión de Agencias,إدارة الوكلاء,এজেন্সি ব্যবস্থাপনা,एजेंसी प्रबंधन,Manajemen Agen,대리점 관리,အေဂျင်စီစီမံခန့်ခွဲမှု,การจัดการหน่วยงาน,Quản lý đại lý,Agency Management,Gestion des agents,Usimamizi wa Wakala
menu.agency_operation_management,Agent Operations Management,代理營運管理,代理营运管理,Pengurusan Pengoperasian Agen,Gerenciamento das Operações da Agência,代理運営管理,Gestión de Operaciones de Agencia,إدارة عمليات الوكلاء,এজেন্সি অপারেশন ব্যবস্থাপনা,एजेंसी संचालन प्रबंधन,Manajemen Operasional Agen,대리점 운영 관리,အေဂျင်စီလုပ်ငန်းဆောင်ရွက်မှုစီမံခန့်ခွဲမှု,การจัดการการดำเนินงานของหน่วยงาน,Quản lý hoạt động đại lý,Agency Operations Management,Gestion des opérations des agents,Usimamizi wa Uendeshaji wa Mawakala
menu.agency_operations_management,Agent Operations Management,代理營運管理,代理营运管理,Pengurusan Pengoperasian Agen,Gerenciamento das Operações da Agência,代理運営管理,Gestión de Operaciones de Agencia,إدارة عمليات الوكلاء,এজেন্সি অপারেশন ব্যবস্থাপনা,एजेंसी संचालन प्रबंधन,Manajemen Operasional Agen,대리점 운영 관리,အေဂျင်စီလုပ်ငန်းဆောင်ရွက်မှုစီမံခန့်ခွဲမှု,การจัดการการดำเนินงานของหน่วยงาน,Quản lý hoạt động đại lý,Agency Operations Management,Gestion des opérations des agents,Usimamizi wa Uendeshaji wa Mawakala
menu.agency_relationship_chain_settings,Agency Relationship Chain Settings,代理關係鏈設定,代理关系链设定,Tetapan Rantaian Hubungan Agen,Configurações da Cadeia de Relacionamento da Agência,代理関係チェーン設定,Configuración de la cadena de relaciones de la agencia,إعداد علاقات الوكالة,এজেন্সি সম্পর্ক চেইন সেটিংস,एजेंसी संबंध श्रृंखला सेटिंग्स,Pengaturan Rantai Hubungan Agen,대리점 관계 체인 설정,အေဂျင်စီ ဆက်စပ်မှု ကွင်းဆက် ဆက်တင်များ,การตั้งค่าห่วงโซ่ความสัมพันธ์ของเอเจนซี่,Cài đặt chuỗi mối quan hệ đại lý,Settings sa Agency Relationship Chain,Paramètres de la chaîne de relations d'agence,Mipangilio ya Mnyororo wa Mahusiano ya Wakala
menu.agent_bet_report,Agent Bet Report,代理投注報表,代理投注报表,Laporan Pertaruhan Agen,Relatório das Apostas do Agente,代理ベットレポート,Informe de apuestas del agente,تقرير رهانات الوكيل,এজেন্ট বাজি প্রতিবেদন,एजेंट सट्टा रिपोर्ट,Laporan Taruhan Agen,대리점 베팅 보고서,အေးဂျင့်လောင်းကြေးအစီရင်ခံစာ,รายงานการเดิมพันตัวแทน,Báo cáo đặt cược đại lý,Report sa Agent Bet,Rapport de paris des agents,Ripoti ya Dau la Wakala
menu.agent_commission,Agent commission,代理返佣,代理返佣,Komisi agen,Comissão de agentes,エージェント手数料,Comisión de agentes,عمولة الوكيل,এজেন্ট কমিশন,एजेंट कमीशन,Komisi agen,제휴사 수수료,အေးဂျင့်ကော်မရှင်,ค่าคอมมิชชั่นตัวแทน,Hoa hồng đại lý,Komisyon ng ahente,Commission d'agent,Tume ya mawakala
menu.agent_commission_report,Agent Commission Report,代理佣金報表,代理佣金报表,Laporan Komisen Agen,Relatório de comissão de agentes,代理手数料レポート,Informe de comisión de agentes,تقرير عمولة الوكيل,এজেন্ট কমিশন রিপোর্ট,एजेंट कमीशन रिपोर्ट,Laporan Komisi Agen,대리점 수수료 보고서,အေးဂျင့်ကော်မရှင်အစီရင်ခံစာ,รายงานค่าคอมมิชชั่นตัวแทน,Báo cáo hoa hồng đại lý,Report sa Agent Commission,Rapport sur les commissions des agents,Ripoti ya Tume ya Wakala
menu.agent_member_commission_setting,Agent Rebate Settings,代理返水設定,代理返水設定,Rebat bagi AgenTetapan,Configuração do Afiliado,代理リベート設定,Configuración de afiliados,إعدادات استرداد الوكلاء,এজেন্ট রিবেট সেটিংস,एजेंट सदस्य कमीशन सेटिंग्स,Pengaturan Afiliasi,대리점 리베이트 설정,အေးဂျင့်ပြန်အမ်းငွေ ဆက်တင်များ,การตั้งค่าพันธมิตร,Thiết lập liên kết,Settings sa Agent Rebate,Paramètres de remise pour agents,Mipangilio ya Marejesho ya Wakala
menu.agent_member_management,Affiliate Management,會員代理,会员代理,AhliAgen,Gerenciamento do Afiliado,会員代理,Gestión de afiliados,إدارة الشركاء,অ্যাফিলিয়েট ব্যবস্থাপনা,एजेंट सदस्य प्रबंधन,Manajemen Afiliasi,회원 대리점,တွဲဖက်စီမံခန့်ခွဲမှု,การจัดการพันธมิตร,Quản lý liên kết,Affiliate Management,Gestion des affiliés,Usimamizi wa Ushirika
menu.agent_quota,Agent Quota Adjustment,代理額度調整,代理额度调整,Penyesuaian Kuota Agen,Ajuste de cota de agente,エージェントクォータ調整,Ajuste de cuota de agente,تعديل حصة الوكيل,এজেন্ট কোটা সমন্বয়,एजेंट कोटा,Penyesuaian Kuota Agen,대리점 한도 조정,အေးဂျင့်ခွဲတမ်း,การปรับโควตาตัวแทน,Điều chỉnh hạn ngạch đại lý,Pag-aayos ng Quota ng Ahente,Ajustement du quota d'agents,Marekebisho ya Kiwango cha Wakala
menu.agent_report,Agent Report,代理報表,代理报表,Laporan Agen,Relatório do Agente,エージェントレポート,Informe del Agente,تقرير الوكيل,এজেন্ট রিপোর্ট,एजेंट रिपोर्ट,Laporan Agen,대리점 보고서,အေးဂျင့်အစီရင်ခံစာ,รายงานตัวแทน,Báo cáo đại lý,Report ng Ahente,Rapport de l'agent,Ripoti ya Wakala
menu.agentDetails,Agent details,代理詳情,代理详情,Rincian Agen,Detalhes do Agente,エージェントの詳細,Detalles del agente,تفاصيل الوكيل,এজেন্টের বিস্তারিত,एजेंट विवरण,Rincian agen,대리점 상세정보,အေးဂျင့်အသေးစိတ်,รายละเอียดตัวแทน,chi tiết đại lý,Detalye sa Ahente,Détails de l'agent,Maelezo ya wakala
menu.ai_agent,AI Agent,AI 代理,AI 代理,AI Agen,Agente de IA,AI エージェント,Agente de IA,الوكيل الذكي,AI এজেন্ট,एआई एजेंट,Agen AI,AI 대리점,AI အေးဂျင့်,ตัวแทน AI,Tác nhân AI,AI Agent,Agent IA,Wakala wa AI
menu.ai_assistant,AI Assistant,AI 助理,AI 助理,Pembantu AI,Assistente de IA,AIアシスタント,Asistente de IA,مساعد الذكاء الاصطناعي,AI সহকারী,एआई सहायक,Asisten AI,AI 어시스턴트,AI အကူအညီပေးသူ,AI ผู้ช่วย,Trợ Lý AI,AI Assistant,Assistant IA,Msaidizi wa AI
menu.ai_assistant_dashboard,Dashboard,儀表板,儀表板,Papan Pemuka,Painel de Controle,ダッシュボード,Tablero,لوحة التحكم,ড্যাশবোর্ড,डैशबोर्ड,Dasbor,대시보드,ဒက်ရှ်ဘုတ်,แผงควบคุม,Bảng Điều Khiển,Dashboard,Tableau de bord,Dashibodi
menu.ai_assistant_history,History,歷史紀錄,歷史紀錄,Sejarah,Histórico,履歴,Historial,السجل,ইতিহাস,इतिहास,Riwayat,기록,မှတ်တမ်း,ประวัติ,Lịch Sử,Kasaysayan,Histoire,Historia
menu.ai_assistant_settings,Settings,設定,設定,Pengaturan,Configuração,設定,Configuración,الإعدادات,အဆင်ပြေမှု,सेटिंग्स,Pengaturan,설정,ဆက်တင်များ,การตั้งค่า,Cài Đặt,Mga Setting,Paramètres,Mipangilio
menu.ai_features,AI Features,AI功能,AI功能,Fungsi AI,Funcionalidades de IA,AI機能,Funciones de IA,ميزات الذكاء الاصطناعي,এআই ফিচারস,एआई फीचर्स,Fitur AI,AI 기능,AI အင်္ဂါရပ်များ,ฟังก์ชัน AI,Chức năng AI,AI Features,Fonctionnalités de l'IA,Vipengele vya AI
menu.ai_kol,AI KOL,AI KOL,AI KOL,AI KOL,AI KOL,AI KOL,AI KOL,المؤثر الافتراضي (AI KOL),AI KOL,एआई KOL,AI KOL,AI 인플루언서,AI KOL,AI KOL,AI KOL,AI KOL,KOL IA,AI KOL
menu.ai_kol_overview,AI KOL Overview,AI KOL總覽,AI KOL总览,Tinjauan AI KOL,Visão geral do AI KOL,AI KOL概要,Descripción general de AI KOL,نظرة عامة على AI KOL,AI KOL ওভারভিউ,एआई KOL अवलोकन,Ikhtisar AI KOL,AI 인플루언서 개요,AI KOL ခြုံငုံသုံးသပ်ချက်,ภาพรวม AI KOL,Tổng quan AI KOL,AI KOL Overview,Aperçu des KOL IA,Muhtasari wa AI KOL
menu.ai_kol_post_gen,AI KOL Post Generator,貼文生成,AI KOL贴文生成,Penjana Hantar AI KOL,Gerador de postagens do,投稿生成,Generador de publicaciones de,منشئ منشورات,পোস্ট জেনারেটর,एआई पोस्ट जनरेशन,Generator Postingan AI KOL,게시물 생성,Post Generator,สร้างโพสต์,Tạo bài viết,AI KOL Post Generator,Générateur de publications KOL IA,Jenereta ya Chapisho la AI KOL
menu.ai_kol_post_schedule,AI KOL Post Schedule,AI KOL貼文排程,AI KOL贴文排程,Penjadualan Hantar AI KOL,Agendamento de postagem AI KOL,AI KOL 投稿スケジュール,Calendario de publicaciones AI KOL,جدولة منشورات AI KOL,AI KOL পোস্টের সময়সূচী,एआई KOL पोस्ट अनुसूची,Jadwal Postingan AI KOL,AI 인플루언서 게시물 예약,AI KOL ပို့စ်အချိန်ဇယား,AI KOL ตารางโพสต์,Lịch đăng bài AI KOL,AI KOL Post Schedule,Calendrier de publication des KOL IA,Ratiba ya Machapisho ya AI KOL
menu.ai_mate_connection,AI Mate Settings,AI Mate設定,AI Mate设定,Tetapan AI Mate,Configurações do AI Mate,AIメイト設定,Configuración de pareja con IA,إعدادات الذكاء الاصطناعي للشريك,এআই মেট সেটিংস,एआई मेट सेटिंग्स,Pengaturan AI Mate,AI 메이트 설정,AI Mate ဆက်တင်များ,การตั้งค่า AI Mate,Cài đặt AI Mate,Mga Setting ng AI Mate,Paramètres AI Mate,Mipangilio ya AI Mate
menu.ai_settings,AI settings,AI 設定,AI 設定,Tetapan AI,Configurações de IA,AI設定,Configuración de IA,إعدادات الذكاء الاصطناعي,এআই সেটিংস,एआई सेटिंग्स,Pengaturan AI,AI 설정,AI ဆက်တင်များ,การตั้งค่า AI,Cài đặt AI,AI mga setting,Paramètres d'IA,Mipangilio ya AI
menu.ai_voice_bot,AI Voice Bot,AI語音助手,AI语音助手,Bot Panggilan Suara AI,Bot de Voz AI,AI音声ボット,Bot de Voz de IA,بوت صوتي ذكي,AI ভয়েস বট,एआई वॉयस बॉट,Bot Suara AI,AI 음성 봇,AI Voice Bot,บอทเสียง AI,Bot Giọng Nói AI,AI Voice Bot,Bot vocal IA,Kidhibiti cha Sauti cha AI
menu.alert_settings,Alert Settings,告警設定,告警设定,Tetapan Amaran,Configurações de alerta,アラート設定,Configurar alertas,إعدادات التنبيه,সতর্কতা সেটিংস,चेतावनी सेटिंग्स,Pengaturan Peringatan,알림 설정,သတိပေးချက် ဆက်တင်များ,การตั้งค่าการแจ้งเตือน,Cài đặt cảnh báo,Mga Setting sa Alert,Paramètres d'alerte,Mipangilio ya Arifa
menu.announcement_center,Announcement Center,公告中心,公告中心,Pusat Pengumuman,Centro de anúncios,お知らせセンター,Centro de anuncios,مركز الإعلانات,ঘোষণা কেন্দ্র,घोषणा केंद्र,Pusat Pengumuman,공지 센터,#N/A,ศูนย์ประกาศ,Trung tâm thông báo,Sentro ng Anunsyo,Centre d'annonces,Kituo cha Matangazo
menu.announcement_management,Announcement Management,公告管理,公告管理,Pengurusan Pemberitahuan,Gerenciamento dos Anúncios,公告管理,Gestión de anuncios,إدارة الإعلانات,ঘোষণা ব্যবস্থাপনা,घोषणा प्रबंधन,Manajemen Pengumuman,공지사항 관리,ကြေငြာချက်စီမံခန့်ခွဲမှု,การจัดการประกาศ,Quản lý thông báo,Announcement Management,Gestion des annonces,Usimamizi wa Matangazo
menu.audit_checklist,Audit Checklist,審核清單,審核清單,Senarai Semakan,Lista de Auditoria,監査チェックリスト,Lista de Verificación,قائمة تدقيق,নিরীক্ষা তালিকা,ऑडिट चेकलिस्ट,Daftar Audit,감사 체크리스트,စစ်ဆေးစာရင်း,รายการตรวจสอบ,Danh sách kiểm tra,Listahan ng Pagsusuri,Liste de contrôle d'audit,Orodha ya Ukaguzi
menu.backend_whitelist_settings,Backend IP Whitelist Settings,後台IP白名單設定,后台IP白名单设置,Tetapan senarai putih IP belakang,Configuração de lista branca de IP do backend,バックエンドIPホワイトリスト設定,Configuración de lista blanca de IP del backend,إعداد قائمة السماح لعناوين IP في الواجهة الخلفية,ব্যাকএন্ড IP হোয়াইটলিস্ট সেটিংস,बैकएंड IP व्हाइटलिस्ट सेटिंग्स,Pengaturan daftar putih IP backend,백엔드 IP 화이트리스트 설정,နောက်ခံ IP အဖြူစာရင်းသတ်မှတ်မှု,การตั้งค่ารายชื่อ IP ที่อนุญาตในระบบหลังบ้าน,Cài đặt danh sách trắng IP backend,Tetapan Senarai Putih IP Backend,Paramètres de liste blanche d'adresses IP du serveur principal,Mipangilio ya Orodha Nyeupe ya IP ya Nyuma
menu.backoffice_account,Backoffice Account,後台賬號,后台账号,Akaun Bahagian Belakang,Conta de Backoffice,バックエンドアカウント,Cuenta Backoffice,حساب الإدارة الخلفية,ব্যাকঅফিস অ্যাকাউন্ট,बैकऑफिस खाता,Akun Backoffice,백오피스 계정,အရန်ရုံး အကောင့်,บัญชีแบ็คออฟฟิศ,Tài khoản văn phòng hỗ trợ,Account sa Backoffice,Compte backoffice,Akaunti ya Ofisi ya Nyuma
menu.banner_settings,Banner Settings,横幅設置,横幅设置,Tetapan Sepanduk,Configurações do Banner,バナー設定,Configuración de banners,إعدادات البانر,ব্যানার সেটিংস,बैनर सेटिंग्स,Pengaturan Banner,배너 설정,ဘန်နာ ဆက်တင်များ,การตั้งค่าแบนเนอร์,Cài đặt biểu ngữ,Mga Setting sa Banner,Paramètres de la bannière,Mipangilio ya Bango
menu.basicInformation,Basic information,基本資料,基本资料,Butiran Asas,Informações básicas,基本情報,Información básica,المعلومات الأساسية,মৌলিক তথ্য,मूलभूत जानकारी,Informasi dasar,기본 정보,အခြေခံအချက်အလက်,ข้อมูลพื้นฐาน,Thông tin cơ bản,Basic na impormasyon,Informations de base,Taarifa za msingi
menu.bet_record_inquiry,Bet Record Inquiry,投注記錄查詢,投注记录查询,Semakan Rekod Pertaruhan,Pedido do Relatório de Apostas,ベット記録検索,Consulta del registro de apuestas,سجل الرهانات,বাজির রেকর্ড,सट्टा रिकॉर्ड पूछताछ,Penelusuran Rekaman Taruhan,베팅 기록,လောင်းကြေးမှတ်တမ်း,สอบถามบันทึกการเดิมพัน,Yêu cầu hồ sơ cá cược,Record sa Bet,Demande d'historique de paris,Uchunguzi wa Rekodi ya Dau
menu.bet_report,Bet Report,投注報表,投注报表,Laporan Pertaruhan,Relatória das Apostas,ベットレポート,Informe de apuestas,تقرير الرهانات,বাজি প্রতিবেদন,सट्टा रिपोर्ट,Laporan Taruhan,베팅 보고서,လောင်းကြေးအစီရင်ခံစာ,รายงานการเดิมพัน,Báo cáo cá cược,Report sa Bet,Rapport de paris,Ripoti ya Dau
menu.betby_page,Betby Page,Betby專區,Betby专区,Zon Betby,Zona Betby,ベットバイ専用ゾーン,Zona Betby,منطقة Betby,বেটবি পেজ,Betby क्षेत्र,Zona Betby,Betby 전용 구역,Betby ဧရိယာ,โซน Betby,Khu vực Betby,Rehiyon ng Betby,Betby Page,Ukurasa wa Betby
menu.betting_report,Betting record,投注紀錄,投注纪录,Rekod Pertaruhan,Registro de Apostas,ベット履歴,Registro de apuestas,سجل الرهانات,বাজির রেকর্ড,सट्टा रिपोर्ट,Rekaman Taruhan,베팅 기록,လောင်းကစားမှတ်တမ်း,บันทึกการเดิมพัน,Kỷ lục cá cược,Record sa Betting,Historique des paris,Rekodi ya kuweka dau
menu.cache_management,Cache Management,Cache管理,Cache管理,Pengurusan Cache,Gerenciamento de cache,キャッシュ管理,Gestión de caché,إدارة ذاكرة التخزين المؤقت,ক্যাশে ব্যবস্থাপনা,कैश प्रबंधन,Manajemen Cache,캐시 관리,ကက်ရှ်စီမံခန့်ခွဲမှု,การจัดการแคช,Quản lý bộ nhớ đệm,Pamamahala ng Cache,Gestion du cache,Usimamizi wa Akiba
menu.cash_flow,Payment Management,金流管理,金流管理,Pengurusan Aliran Tunai,Fluxo de Caixa,キャッシュフロー管理,Flujo de caja,تدفق الأموال,নগদ প্রবাহ,नकदी प्रवाह,Arus Kas,현금 흐름 관리,ငွေစီဆင်းမှု,กระแสเงินสด,Dòng tiền,Cash Flow,Gestion des paiements,Usimamizi wa Malipo
menu.cash_flow_merchant_management,Cash Flow Merchant Management,金流商戶管理,金流商户管理,Pengurusan Aliran Tunai Pedagang,Gestão de Fluxo de Caixa de Comerciantes,キャッシュフロー商人管理,Gestión de Flujo de Efectivo de Comerciantes,إدارة تدفق النقد للتجار,ငွေကြေးအရေအတွက်စီမံခန့်ခွဲမှု,ငွေကြေးအရေအတွက်စီမံခန့်ခွဲမှု,Manajemen Aliran Kas Pedagang,현금 흐름 가맹점 관리,ငွေရထား အရင်းအမြစ် မားချန်း စီမံခန့်ခွဲမှု,การจัดการกระแสเงินสดของพ่อค้า,Quản lý dòng tiền của thương nhân,Pamamahala ng Daloy ng Pera ng Merchant,Gestion des flux de trésorerie des commerçants,Usimamizi wa Wafanyabiashara wa Mtiririko wa Pesa
menu.cash_report,Deposit/withdrawal report,現金報表,现金报表,Laporan Tunai,Relatório de Caixa,現金レポート,Informe de caja,تقرير الرصيد النقدي,নগদ প্রতিবেদন,नकदी रिपोर्ट,Laporan Kas,현금 보고서,ငွေသားအစီရင်ခံစာ,รายงานเงินสด,Báo cáo tiền mặt,Report sa Pera,Rapport de dépôt/retrait,Ripoti ya amana/utoaji
menu.category_management,Category Management,類別管理,类别管理,Pengurusan Kategori,Gerenciamento de Categorias,カテゴリ管理,Gestión de categorías,إدارة الفئات,বিভাগ ব্যবস্থাপনা,श्रेणी प्रबंधन,Manajemen Kategori,카테고리 관리,အမျိုးအစားစီမံခန့်ခွဲမှု,การจัดการหมวดหมู่,Quản lý danh mục,Category Management,Gestion des catégories,Usimamizi wa Kategoria
menu.chat_room,Chat Room,聊天室,聊天室,Bilik Sembang,Sala de bate-papo,チャットルーム,Sala de chat,غرفة الدردشة,চ্যাটরুম,चैट रूम,Ruang obrolan,채팅방,ချက်တင်ခန်း,ห้องแชท,Phòng trò chuyện,Chat Room,Salon de discussion,Chumba cha Gumzo
menu.checksum_verification,Report verification,驗證報表,验证报表,Verifikasi laporan,Verificação de relatório,レポートの検証,Verificación de informe,تحقق من التقرير,প্রতিবেদনের যাচাইকরণ,रिपोर्ट सत्यापन,Verifikasi laporan,보고서 검증,အစီရင်ခံစာအတည်ပြုခြင်း,รายงานการตรวจสอบ,Xác minh báo cáo,Pag-verify ng ulat,Rapport de vérification,Ripoti uthibitisho
menu.cms,CMS,CMS,CMS,CMS,Sistemas de gerenciamento de conteúdo,CMS,CMS,نظام إدارة المحتوى (CMS),সিএমএস,CMS (कंटेंट प्रबंधन सिस्टम),CMS,CMS,CMS,ซีเอ็มเอส,CMS,CMS,CMS,CMS
menu.collaboration,Collaboration,合營代理,合营代理,Kolaborasi,Colaboração,コラボレーション,Colaboración,تعاون,সহযোগিতা,सहयोग,Kolaborasi,협력,ပူးပေါင်းဆောင်ရွက်မှု,ความร่วมมือ,Hợp tác,Pakikipagtulungan,Collaboration,Ushirikiano
menu.collaboration_detail,Affiliate Program Details,合營計畫明細,合营计划明细,Rincian Projek Rangkaian Sekutu,Detalhes do Programa de Afiliados,合作プログラム明細,Detalles del Programa de Afiliados,تفاصيل برنامج الشراكة,অ্যাফিলিয়েট প্রোগ্রামের বিস্তারিত,सहयोग विवरण,Rincian Program Afiliasi,제휴 프로그램 상세,တွဲဖက်အစီအစဉ်အသေးစိတ်,รายละเอียดแผนพันธมิตร,Chi tiết chương trình liên kết,Detalye sa Affiliate Program,Détails du programme d'affiliation,Maelezo ya Programu ya Ushirika
menu.collaboration_management,Agent Collaboration Strategy,合營代理,合营代理,Strategi Rangkaian Sekutu Agen,Estratégia de Colaboração com Agentes,エージェント協業戦略,Estrategia de Colaboración con Agentes,استراتيجية تعاون الوكلاء,এজেন্ট সহযোগিতা কৌশল,सहयोग प्रबंधन,Strategi Kolaborasi Agen,제휴 대리점 관리,အေးဂျင့် ပူးပေါင်းဆောင်ရွက်ရေး မဟာဗျူဟာ,กลยุทธ์ความร่วมมือของตัวแทน,Chiến lược hợp tác đại lý,Agent Collaboration Strategy,Stratégie de collaboration des agents,Mkakati wa Ushirikiano wa Mawakala
