Key,en,zh-TW,zh-CN,ms,pt,ja,es,ar,bn,hi,id,ko,my,th,vi,tl,fr,sw
maya_error_message.INSUFFICIENT_FUNDS_TO_PROVIDE_TO_CUSTOMER,"Insufficient funds to complete the transaction. Please add funds to your Maya Corporate Account, and feel free to reach out to your designated Maya Relationship Manager for further support.",可用資金不足，無法完成交易。請為您的 Maya 企業帳戶添加資金，如有需要可聯絡指定的 Maya 客戶經理以獲得更多協助。,可用资金不足，无法完成交易。请向您的 Maya 企业账户添加资金，如有需要可联系指定的 Maya 客户经理以获得更多协助。,Dana tidak mencukupi untuk menyelesaikan transaksi. Sila tambahkan dana ke Akaun Korporat Maya anda dan sila hubungi Pengurus Perhubungan Maya yang ditetapkan untuk sokongan lanjut.,Fundos insuficientes para concluir a transação. Adicione fundos à sua Conta Corporativa Maya e entre em contato com seu Gerente de Relacionamento Maya para obter mais suporte.,"Insufficient funds to complete the transaction. Please add funds to your Maya Corporate Account, and feel free to reach out to your designated Maya Relationship Manager for further support.","Fondos insuficientes para completar la transacción. Por favor, añada fondos a su cuenta corporativa de Maya y, si necesita ayuda, póngase en contacto con su gestor de relaciones de Maya.",الأموال غير كافية لإكمال المعاملة. يرجى إضافة أموال إلى حساب Maya Corporate الخاص بك، ولا تتردد في التواصل مع مدير علاقات Maya المعين لك للحصول على الدعم.,"লেনদেনটি সম্পন্ন করার জন্য পর্যাপ্ত তহবিল নেই। অনুগ্রহ করে আপনার মায়া কর্পোরেট অ্যাকাউন্টে তহবিল যোগ করুন, এবং আরও সহায়তার জন্য আপনার নির্ধারিত মায়া রিলেশনশিপ ম্যানেজারের সাথে নির্দ্বিধায় যোগাযোগ করুন।",लेन-देन पूरा करने के लिए अपर्याप्त धनराशि। कृपया अपने Maya कॉर्पोरेट खाते में धनराशि जोड़ें और आगे के समर्थन के लिए अपने निर्धारित Maya संबंध प्रबंधक से संपर्क करें।,"Dana tidak mencukupi untuk menyelesaikan transaksi. Harap tambahkan dana ke Akun Korporat Maya Anda, dan jangan ragu untuk menghubungi Manajer Hubungan Maya Anda yang ditunjuk untuk bantuan lebih lanjut.","거래를 완료하기에 가용 자금이 부족합니다. Maya 기업 계정에 자금을 추가하시고, 필요시 지정된 Maya 고객 관리자에게 추가 지원을 요청하시기 바랍니다.",ငွေလွှဲခြင်းကို အပြီးသတ်ရန် ရန်ပုံငွေမလုံလောက်ပါ။ ကျေးဇူးပြု၍ သင်၏ Maya ကော်ပိုရိတ်အကောင့်တွင် ရန်ပုံငွေထည့်ပါ၊ နောက်ထပ်အကူအညီအတွက် သင်၏သတ်မှတ်ထားသော Maya Relationship Manager သို့ ဆက်သွယ်နိုင်ပါသည်။,"Insufficient funds to complete the transaction. Please add funds to your Maya Corporate Account, and feel free to reach out to your designated Maya Relationship Manager for further support.","Insufficient funds to complete the transaction. Please add funds to your Maya Corporate Account, and feel free to reach out to your designated Maya Relationship Manager for further support.","Hindi sapat ang pondo para makumpleto ang transaksyon. Mangyaring magdagdag ng pondo sa iyong Maya Corporate Account, at huwag mag-atubiling makipag-ugnayan sa iyong itinalagang Maya Relationship Manager para sa karagdagang suporta.",Fonds insuffisants pour finaliser la transaction. Veuillez approvisionner votre compte Maya Entreprise et n'hésitez pas à contacter votre gestionnaire de compte Maya attitré pour obtenir de l'aide.,"Fedha hazitoshi kukamilisha muamala. Tafadhali ongeza fedha kwenye Akaunti yako ya Kampuni ya Maya, na jisikie huru kuwasiliana na Meneja Uhusiano wa Maya aliyeteuliwa kwa usaidizi zaidi."
maya_error_message.INVALID_ACCOUNT_DETAILS,Please contact Maya Customer Care to check your account status.,請聯絡Maya客服中心，協助檢查您的帳戶狀態。,请联系Maya客服中心，协助检查您的账户状态。,Sila hubungi Khidmat Pelanggan Maya untuk menyemak status akaun anda.,Entre em contato com o Atendimento ao Cliente da Maya para verificar o status da sua conta.,Please contact Maya Customer Care for assistance in checking your account status.,Póngase en contacto con el servicio de atención al cliente de Maya para consultar el estado de su cuenta.,يرجى الاتصال بخدمة عملاء Maya للتحقق من حالة حسابك.,আপনার অ্যাকাউন্টের অবস্থা জানতে মায়া কাস্টমার কেয়ারে যোগাযোগ করুন।,कृपया अपना खाता स्थिति जांचने के लिए Maya ग्राहक देखभाल से संपर्क करें।,Silakan hubungi Layanan Pelanggan Maya untuk memeriksa status akun Anda.,Maya 고객센터에 연락하여 계정 상태 확인을 요청하시기 바랍니다.,သင့်အကောင့်အခြေအနေကို စစ်ဆေးရန် Maya Customer Care သို့ ဆက်သွယ်ပါ။,Please contact Maya Customer Care for assistance in checking your account status.,Please contact Maya Customer Care for assistance in checking your account status.,Mangyaring makipag-ugnayan sa Maya Customer Care upang tingnan ang katayuan ng iyong account.,Veuillez contacter le service client de Maya pour vérifier l'état de votre compte.,Tafadhali wasiliana na Huduma kwa Wateja ya Maya ili kuangalia hali ya akaunti yako.
maya_error_message.INVALID_CARD_TOKEN_STATUS,"Error Code: {code},The linked credit card has expired. Please update the card information or use another card for payment.",錯誤代碼:{code}，綁定的信用卡已過期，請更新卡片資訊或使用其他卡片付款。,错误代码:{code}，绑定的信用卡已过期，请更新卡片信息或使用其他卡片付款。,"Kod Ralat: {code}, Kad kredit yang dipautkan telah tamat tempoh. Sila kemas kini maklumat kad atau gunakan kad lain untuk pembayaran.","Código de erro: {code}, O cartão de crédito associado expirou. Atualize as informações do cartão ou use outro cartão para pagamento.","Error Code: {code},The linked credit card has expired. Please update the card information or use another card for payment.","Código de error: {code}, La tarjeta de crédito vinculada ha caducado. Por favor, actualice la información de la tarjeta o utilice otra tarjeta para el pago.",رمز الخطأ: {code}، البطاقة الائتمانية المرتبطة قد انتهت صلاحيتها. يرجى تحديث معلومات البطاقة أو استخدام بطاقة أخرى للدفع.,"ত্রুটি কোড: {code}, লিঙ্ক করা ক্রেডিট কার্ডটির মেয়াদ শেষ হয়ে গেছে। অনুগ্রহ করে কার্ডের তথ্য আপডেট করুন অথবা পেমেন্টের জন্য অন্য কার্ড ব্যবহার করুন।","त्रुटि कोड: {code}, लिंक किया गया क्रेडिट कार्ड समाप्त हो चुका है। कृपया कार्ड जानकारी अपडेट करें या भुगतान के लिए अन्य कार्ड का उपयोग करें।","Kode Kesalahan: {code}, Kartu kredit yang terhubung telah kedaluwarsa. Harap perbarui informasi kartu atau gunakan kartu lain untuk pembayaran.","오류 코드: {code}, 연결된 신용카드가 만료되었습니다. 카드 정보를 업데이트하거나 다른 카드로 결제해 주세요.",အမှားကုဒ်- {code}၊လင့်ခ်ချိတ်ထားသော ခရက်ဒစ်ကတ် သက်တမ်းကုန်သွားပါပြီ။ ကျေးဇူးပြု၍ ကတ်အချက်အလက်ကို အပ်ဒိတ်လုပ်ပါ သို့မဟုတ် ငွေပေးချေရန်အတွက် အခြားကတ်ကို အသုံးပြုပါ။,"Error Code: {code},The linked credit card has expired. Please update the card information or use another card for payment.","Error Code: {code},The linked credit card has expired. Please update the card information or use another card for payment.","Error Code: {code}, Nag-expire na ang naka-link na credit card. Paki-update ang impormasyon ng card o gumamit ng ibang card para sa pagbabayad.",Code d'erreur : {code}. La carte bancaire enregistrée a expiré. Veuillez mettre à jour les informations de votre carte ou utiliser une autre carte pour effectuer le paiement.,"Nambari ya Hitilafu: {msimbo}, Kadi ya mkopo iliyounganishwa imeisha muda wake. Tafadhali sasisha taarifa ya kadi au tumia kadi nyingine kwa malipo."
maya_error_message.INVALID_TOKEN_STATUS,The current payment ID has already been used or has expired.  Please click again to generate a new payment ID.,目前支付單號已被使用或已過期，請重新點選產生新的支付單號。,当前支付单号已被使用或已过期，请重新点击生成新的支付单号。,ID pembayaran semasa telah digunakan atau telah tamat tempoh. Sila klik sekali lagi untuk menjana ID pembayaran baharu.,O ID de pagamento atual já foi usado ou expirou. Clique novamente para gerar um novo ID de pagamento.,The current payment ID has already been used or has expired.  Please click again to generate a new payment ID.,El ID de pago actual ya se ha utilizado o ha caducado. Haga clic de nuevo para generar un nuevo ID de pago.,معرف الدفع الحالي قد تم استخدامه بالفعل أو انتهت صلاحيته.   يرجى النقر مرة أخرى لإنشاء معرف دفع جديد.,বর্তমান পেমেন্ট আইডিটি ইতিমধ্যে ব্যবহৃত হয়েছে অথবা এর মেয়াদ শেষ হয়ে গেছে। একটি নতুন পেমেন্ট আইডি তৈরি করতে অনুগ্রহ করে আবার ক্লিক করুন।,वर्तमान भुगतान आईडी पहले ही उपयोग किया जा चुका है या समाप्त हो चुका है। कृपया एक नई भुगतान आईडी उत्पन्न करने के लिए फिर से क्लिक करें।,ID pembayaran saat ini telah digunakan atau telah kedaluwarsa. Silakan klik lagi untuk membuat ID pembayaran baru.,현재 결제 번호가 이미 사용되었거나 만료되었습니다. 새로운 결제 번호를 다시 생성해 주세요.,လက်ရှိ ငွေပေးချေမှု ID ကို အသုံးပြုပြီး သို့မဟုတ် သက်တမ်းကုန်သွားပါပြီ။  ကျေးဇူးပြု၍ ငွေပေးချေမှု ID အသစ်တစ်ခုဖန်တီးရန် ထပ်မံနှိပ်ပါ။,The current payment ID has already been used or has expired.  Please click again to generate a new payment ID.,The current payment ID has already been used or has expired.  Please click again to generate a new payment ID.,Ang kasalukuyang payment ID ay nagamit na o nag-expire na. Paki-click muli upang bumuo ng bagong payment ID.,L'identifiant de paiement actuel a déjà été utilisé ou a expiré. Veuillez cliquer à nouveau pour générer un nouvel identifiant de paiement.,Kitambulisho cha sasa cha malipo tayari kimetumika au kimeisha muda wake. Tafadhali bofya tena ili kutoa kitambulisho kipya cha malipo.
maya_error_message.ISSUER_DECLINED_CARD_OR_ACCOUNT,"Error Code: {code},This card is invalid. Please verify the card details and status, or try using a different card.",錯誤代碼:{code}，此卡無效，請確認卡片資訊和狀態是否正常，或嘗試使用其他卡片。,错误代码:{code}，此卡片无效，请确认卡片信息和状态是否正常，或尝试使用其他卡片。,"Kod Ralat: {code}, Kad ini tidak sah. Sila sahkan butiran dan status kad atau cuba gunakan kad lain.","Código de erro: {code}, Este cartão é inválido. Verifique os dados e o status do cartão ou tente usar outro cartão.","Error Code: {code},This card is invalid. Please verify the card details and status, or try using a different card.","Código de error: {code}, Esta tarjeta no es válida. Por favor, verifique los datos y el estado de la tarjeta o intente usar otra.",رمز الخطأ: {code}، هذه البطاقة غير صالحة. يرجى التحقق من تفاصيل البطاقة وحالتها، أو حاول استخدام بطاقة مختلفة.,"ত্রুটি কোড: {code}, এই কার্ডটি অবৈধ। অনুগ্রহ করে কার্ডের বিবরণ ও অবস্থা যাচাই করুন, অথবা অন্য একটি কার্ড ব্যবহার করে দেখুন।","त्रुटि कोड: {code}, यह कार्ड अमान्य है। कृपया कार्ड विवरण और स्थिति की जांच करें, या एक अलग कार्ड का उपयोग करने का प्रयास करें।","Kode Kesalahan: {code}, Kartu ini tidak valid. Harap verifikasi detail dan status kartu, atau coba gunakan kartu lain.","오류 코드: {code}, 이 카드는 유효하지 않습니다. 카드 정보와 상태가 정상인지 확인하거나 다른 카드를 사용해 보시기 바랍니다.",အမှားကုဒ်- {code}၊ထုတ်ပေးသူသည် ငွေပေးငွေယူကို ငြင်းပယ်ထားသည်။ အခြားကတ်ကို သုံးကြည့်ပါ။,"Error Code: {code},This card is invalid. Please verify the card details and status, or try using a different card.","Error Code: {code},This card is invalid. Please verify the card details and status, or try using a different card.","Error Code: {code}, Hindi wasto ang card na ito. Paki-verify ang mga detalye at katayuan ng card, o subukang gumamit ng ibang card.","Code d'erreur : {code}. Cette carte est invalide. Veuillez vérifier les informations et le statut de la carte, ou essayez d'utiliser une autre carte.","Nambari ya Hitilafu: {msimbo}, Kadi hii si sahihi. Tafadhali thibitisha maelezo na hali ya kadi, au jaribu kutumia kadi tofauti."
maya_error_message.MERCHANTS_REGISTERED_WEBHOOK_IS_UNREACHABLE,"Webhook is unreachable, error code {code}, please contact the relevant technical department for assistance.",Webhook 無法訪問，錯誤代碼 {code}，請聯絡相關技術部門協助處理。,Webhook 无法访问，错误代码 {code}，请联系相关技术部门协助处理。,"Webhook tidak dapat dihubungi, kod ralat {code}, sila hubungi jabatan teknikal yang berkaitan untuk mendapatkan bantuan.","O webhook está inacessível, código de erro {code}, entre em contato com o departamento técnico responsável para obter assistência.","Webhook is unreachable, error code {code}, please contact the relevant technical department for assistance.","El webhook no está disponible, código de error {code}, póngase en contacto con el departamento técnico correspondiente para obtener ayuda.",Webhook غير متاح، رمز الخطأ {code}، يرجى الاتصال بالقسم الفني المختص للمساعدة.,"ওয়েবহুকটি অ্যাক্সেসযোগ্য নয়, এরর কোড {code}, সাহায্যের জন্য অনুগ্রহ করে সংশ্লিষ্ট কারিগরি বিভাগে যোগাযোগ করুন।","वेबहुक पहुँच योग्य नहीं है, त्रुटि कोड {code}, कृपया सहायता के लिए संबंधित तकनीकी विभाग से संपर्क करें।","Webhook tidak dapat dijangkau, kode kesalahan {code}, silakan hubungi departemen teknis terkait untuk mendapatkan bantuan.","Webhook에 접근할 수 없습니다, 오류 코드 {code}, 관련 기술 부서에 문의하여 지원을 요청해 주세요.",Webhook သည် ဆက်သွယ်၍မရပါ၊ အမှားအယွင်းကုဒ် {code}၊ အကူအညီအတွက် သက်ဆိုင်ရာ နည်းပညာဌာနသို့ ဆက်သွယ်ပါ။,"Webhook is unreachable, error code {code}, please contact the relevant technical department for assistance.","Webhook is unreachable, error code {code}, please contact the relevant technical department for assistance.","Hindi makontak ang Webhook, error code na {code}, mangyaring makipag-ugnayan sa kinauukulang teknikal na departamento para sa tulong.","Le webhook est inaccessible, code d'erreur {code}, veuillez contacter le service technique concerné pour obtenir de l'aide.","Webhook haipatikani, msimbo wa hitilafu {code}, tafadhali wasiliana na idara husika ya kiufundi kwa usaidizi."
maya_error_message.MISSING_OR_INVALID_PARAMETERS,"Ensure all required fields are completed and values are correct. If the issue persists, contact the relevant department.",請確認是否已填寫所有必填字段，並檢查填寫的值是否正確。如重試後問題仍未解決，請聯絡相關部門進一步追蹤。,请确认是否已填写所有必填字段，并检查填写的值是否正确。如重试后问题仍未解决，请联系相关部门进一步排查。,"Pastikan semua medan yang diperlukan dilengkapkan dan nilainya betul. Jika masalah berterusan, hubungi jabatan yang berkaitan.","Certifique-se de que todos os campos obrigatórios estejam preenchidos e os valores estejam corretos. Se o problema persistir, entre em contato com o departamento responsável.","Ensure all required fields are completed and values are correct. If the issue persists, contact the relevant department.","Asegúrese de que todos los campos obligatorios estén completos y que los valores sean correctos. Si el problema persiste, póngase en contacto con el departamento correspondiente.",تأكد من استكمال جميع الحقول المطلوبة وأن القيم صحيحة. إذا استمرت المشكلة، يرجى الاتصال بالقسم المختص.,সকল প্রয়োজনীয় ক্ষেত্র পূরণ করা হয়েছে এবং মানগুলো সঠিক আছে কিনা তা নিশ্চিত করুন। এরপরও সমস্যাটি থাকলে সংশ্লিষ্ট বিভাগে যোগাযোগ করুন।,"सुनिश्चित करें कि सभी आवश्यक फ़ील्ड पूर्ण हैं और मान सही हैं। यदि समस्या बनी रहती है, तो संबंधित विभाग से संपर्क करें।","Pastikan semua kolom yang wajib diisi telah terisi dan nilainya benar. Jika masalah berlanjut, hubungi departemen terkait.",모든 필수 입력란을 작성하고 값이 올바른지 확인해 주세요. 문제가 지속될 경우 관련 부서에 문의하여 추가 조치를 요청해 주세요.,လိုအပ်သော အကွက်များအားလုံး ပြီးမြောက်ပြီး တန်ဖိုးများ မှန်ကန်ကြောင်း သေချာပါစေ။ ပြဿနာ ဆက်ရှိနေပါက သက်ဆိုင်ရာဌာနကို ဆက်သွယ်ပါ။,"Ensure all required fields are completed and values are correct. If the issue persists, contact the relevant department.","Ensure all required fields are completed and values are correct. If the issue persists, contact the relevant department.","Tiyaking napunan ang lahat ng kinakailangang field at tama ang mga value. Kung magpapatuloy ang problema, makipag-ugnayan sa kinauukulang departamento.","Veuillez vous assurer que tous les champs obligatoires sont remplis et que les valeurs sont correctes. Si le problème persiste, veuillez contacter le service concerné.","Hakikisha sehemu zote zinazohitajika zimekamilishwa na thamani ni sahihi. Ikiwa tatizo litaendelea, wasiliana na idara husika."
maya_error_message.NO_CARD_FOUND_FOR_CUSTOMER,"{code} , Please verify if the card infrmation has been saved. If not, kindly follow the system prompts to save the card information.",錯誤代碼:{code}，請確認是否已儲存卡片資訊，如沒有，請依照系統指示儲存卡片資訊。,错误代码:{code}，请确认是否已储存卡片信息，如没有，请按照系统提示保存卡片信息。,"{code}, Sila sahkan sama ada maklumat kad telah disimpan. Jika tidak, sila ikuti arahan sistem untuk menyimpan maklumat kad.","{code} , Por favor, verifique se as informações do cartão foram salvas. Caso contrário, siga as instruções do sistema para salvar as informações do cartão.","{code} , Please verify if the card infrmation has been saved. If not, kindly follow the system prompts to save the card information.","{code} , Por favor, verifique si la información de la tarjeta se ha guardado. Si no es así, siga las instrucciones del sistema para guardarla.",{code} ، يرجى التحقق مما إذا تم حفظ معلومات البطاقة. إذا لم يتم ذلك، يرجى اتباع التعليمات في النظام لحفظ معلومات البطاقة.,"অনুগ্রহ করে যাচাই করুন কার্ডের তথ্য সংরক্ষিত হয়েছে কিনা। যদি না হয়ে থাকে, তাহলে কার্ডের তথ্য সংরক্ষণ করার জন্য সিস্টেমের নির্দেশাবলী অনুসরণ করুন।","{code}, कृपया सत्यापित करें कि कार्ड जानकारी सेव की गई है या नहीं। यदि नहीं, तो कृपया सिस्टम संकेतों का पालन करें।","{code} , Harap verifikasi apakah informasi kartu telah tersimpan. Jika belum, ikuti petunjuk sistem untuk menyimpan informasi kartu.","오류 코드: {code}, 카드 정보가 저장되었는지 확인해 주세요. 저장되지 않은 경우 시스템 안내에 따라 카드 정보를 저장해 주세요.",{code} ၊ ကတ် အချက်လက် ကို သိမ်းဆည်းထားခြင်း ရှိ၊ မရှိ အတည်ပြုပါ။ မဟုတ်ပါက ကတ်အချက်အလက်ကို သိမ်းဆည်းရန် စနစ်သတိပေးချက်များကို လိုက်နာပါ။,"{code} , Please verify if the card infrmation has been saved. If not, kindly follow the system prompts to save the card information.","{code} , Please verify if the card infrmation has been saved. If not, kindly follow the system prompts to save the card information.","{code} , Pakitiyak kung na-save na ang impormasyon ng card. Kung hindi, sundin lamang ang mga prompt ng system para i-save ang impormasyon ng card.","{code} , Veuillez vérifier si les informations de la carte ont été enregistrées. Dans le cas contraire, veuillez suivre les instructions du système pour enregistrer les informations de la carte.","{code} , Tafadhali thibitisha kama ukiukaji wa kadi umehifadhiwa. Ikiwa sivyo, tafadhali fuata maelekezo ya mfumo ili kuhifadhi taarifa za kadi."
maya_error_message.PARTNER_ACCOUNT_REACHED_LIMIT,Your Maya corporate account may have reached its maximum allowable limit. Please contact your Maya Relationship Manager for assistance.,您的Maya企業帳戶可能已達到可用額度上限。請聯絡您的Maya客戶經理以取得協助。,您的Maya企业账户可能已达到可用额度上限。请联系您的Maya客户经理获取帮助。,Akaun korporat Maya anda mungkin telah mencapai had maksimum yang dibenarkan. Sila hubungi Pengurus Perhubungan Maya anda untuk mendapatkan bantuan.,Sua conta corporativa Maya pode ter atingido o limite máximo permitido. Entre em contato com seu Gerente de Relacionamento Maya para obter assistência.,Your Maya corporate account may have reached its maximum allowable limit. Please contact your Maya Relationship Manager for assistance.,Es posible que su cuenta corporativa de Maya haya alcanzado su límite máximo permitido. Póngase en contacto con su gestor de cuentas de Maya para obtener ayuda.,قد يكون حساب Maya Corporate الخاص بك قد وصل إلى الحد الأقصى المسموح به. يرجى الاتصال بمدير علاقات Maya الخاص بك للمساعدة.,আপনার মায়া কর্পোরেট অ্যাকাউন্টটি হয়তো তার সর্বোচ্চ অনুমোদিত সীমায় পৌঁছে গেছে। সাহায্যের জন্য অনুগ্রহ করে আপনার মায়া রিলেশনশিপ ম্যানেজারের সাথে যোগাযোগ করুন।,आपका Maya कॉर्पोरेट खाता अधिकतम अनुमत सीमा तक पहुँच चुका हो सकता है। कृपया सहायता के लिए अपने Maya संबंध प्रबंधक से संपर्क करें।,Akun perusahaan Maya Anda mungkin telah mencapai batas maksimum yang diizinkan. Silakan hubungi Manajer Hubungan Maya Anda untuk mendapatkan bantuan.,귀하의 Maya 기업 계정이 최대 허용 한도에 도달했을 수 있습니다. 지원을 위해 Maya 고객 관리자에게 문의하시기 바랍니다.,သင်၏ Maya ကော်ပိုရိတ်အကောင့်သည် ၎င်း၏ အမြင့်ဆုံးခွင့်ပြုနိုင်သော ကန့်သတ်ချက်သို့ ရောက်ရှိသွားနိုင်သည်။ အကူအညီအတွက် သင်၏ Maya Relationship Manager ကို ဆက်သွယ်ပါ။,Your Maya corporate account may have reached its maximum allowable limit. Please contact your Maya Relationship Manager for assistance.,Your Maya corporate account may have reached its maximum allowable limit. Please contact your Maya Relationship Manager for assistance.,Maaaring naabot na ng iyong Maya corporate account ang pinakamataas na pinapayagang limitasyon nito. Mangyaring makipag-ugnayan sa iyong Maya Relationship Manager para sa tulong.,Votre compte professionnel Maya a peut-être atteint sa limite maximale autorisée. Veuillez contacter votre responsable de compte Maya pour obtenir de l'aide.,Akaunti yako ya kampuni ya Maya inaweza kuwa imefikia kikomo chake cha juu kinachoruhusiwa. Tafadhali wasiliana na Meneja wa Uhusiano wa Maya kwa usaidizi.
maya_error_message.PAYMENT_IS_INVALID,Error Code {code} - The payment is invalid. Please verify the payment details and try again.,錯誤代碼 {code} - 付款無效。請核實付款資訊後重試。,错误代码 {code} - 支付无效。请核实支付信息后重试。,Kod Ralat {code} - Pembayaran tidak sah. Sila sahkan butiran pembayaran dan cuba lagi.,Código de erro {code} - O pagamento é inválido. Verifique os detalhes do pagamento e tente novamente.,Error Code {code} - The payment is invalid. Please verify the payment details and try again.,"Código de error {code} - El pago no es válido. Por favor, verifique los detalles del pago e inténtelo de nuevo.",رمز الخطأ {code} - الدفع غير صالح. يرجى التحقق من تفاصيل الدفع والمحاولة مرة أخرى.,ত্রুটি কোড {code} - পেমেন্টটি অবৈধ। অনুগ্রহ করে পেমেন্টের বিবরণ যাচাই করুন এবং আবার চেষ্টা করুন।,त्रुटि कोड {code} - भुगतान अमान्य है। कृपया भुगतान विवरण सत्यापित करें और फिर से प्रयास करें।,Kode Kesalahan {code} - Pembayaran tidak valid. Harap verifikasi detail pembayaran dan coba lagi.,오류 코드 {code} - 결제가 유효하지 않습니다. 결제 정보를 확인한 후 다시 시도해 주세요.,အမှားကုဒ် {code} - ငွေပေးချေမှု မမှန်ကန်ပါ။ ကျေးဇူးပြု၍ ငွေပေးချေမှုအသေးစိတ်အချက်အလက်များကို အတည်ပြုပြီး ထပ်စမ်းကြည့်ပါ။,Error Code {code} - The payment is invalid. Please verify the payment details and try again.,Error Code {code} - The payment is invalid. Please verify the payment details and try again.,Error Code {code} - Hindi wasto ang bayad. Paki-verify ang mga detalye ng bayad at subukang muli.,Code d'erreur {code} - Le paiement est invalide. Veuillez vérifier les informations de paiement et réessayer.,Nambari ya Hitilafu {msimbo} - Malipo si sahihi. Tafadhali thibitisha maelezo ya malipo na ujaribu tena.
maya_error_message.PAYMENT_STATE_IS_INVALID_FOR_SENDING_WEBHOOKS,"Webhook payment state is invalid, error code {code}, please contact the relevant technical department for assistance.",Webhook 付款狀態無效，錯誤代碼 {code}，請聯絡相關技術部門協助處理。,Webhook 支付状态无效，错误代码 {code}，请联系相关技术部门协助处理。,"Status pembayaran Webhook tidak sah, kod ralat {code}, sila hubungi jabatan teknikal yang berkaitan untuk mendapatkan bantuan.","O estado de pagamento do webhook é inválido, código de erro {code}, entre em contato com o departamento técnico responsável para obter assistência.","Webhook payment state is invalid, error code {code}, please contact the relevant technical department for assistance.","El estado de pago del webhook no es válido, código de error {code}, póngase en contacto con el departamento técnico correspondiente para obtener ayuda.",حالة دفع Webhook غير صالحة، رمز الخطأ {code}، يرجى الاتصال بالقسم الفني المختص للمساعدة.,"ওয়েবহুক পেমেন্টের অবস্থা অবৈধ, ত্রুটি কোড {code}, সহায়তার জন্য অনুগ্রহ করে সংশ্লিষ্ট কারিগরি বিভাগে যোগাযোগ করুন।","वेबहुक भुगतान स्थिति अमान्य है, त्रुटि कोड {code}, कृपया सहायता के लिए संबंधित तकनीकी विभाग से संपर्क करें।","Status pembayaran webhook tidak valid, kode kesalahan {code}, silakan hubungi departemen teknis terkait untuk mendapatkan bantuan.","Webhook 결제 상태가 유효하지 않습니다, 오류 코드 {code}, 관련 기술 부서에 문의하여 지원을 요청해 주세요.",Webhook ငွေပေးချေမှုအခြေအနေသည် မမှန်ကန်ပါ၊ အမှားအယွင်းကုဒ် {code}၊ အကူအညီအတွက် သက်ဆိုင်ရာ နည်းပညာဌာနသို့ ဆက်သွယ်ပါ။,"Webhook payment state is invalid, error code {code}, please contact the relevant technical department for assistance.","Webhook payment state is invalid, error code {code}, please contact the relevant technical department for assistance.","Hindi wasto ang estado ng pagbabayad sa Webhook, error code na {code}, mangyaring makipag-ugnayan sa nauugnay na teknikal na departamento para sa tulong.","L'état du paiement Webhook est invalide, code d'erreur {code}, veuillez contacter le service technique concerné pour obtenir de l'aide.","Hali ya malipo ya Webhoook si sahihi, msimbo wa hitilafu {code}, tafadhali wasiliana na idara husika ya kiufundi kwa usaidizi."
maya_error_message.PLEASE_UPDATE_INCOMPLETE_CUSTOMER_RECORDS,"Please ensure the minimum required customer details are provided to ensure account security, and retry the transaction.",請確保提供最低限度的客戶詳細信息，以確保帳戶安全，再重新嘗試交易。,请确保提供最低限度的客户详细信息，以确保账户安全，再重新尝试交易。,"Sila pastikan butiran minimum pelanggan yang diperlukan diberikan untuk memastikan keselamatan akaun, dan cuba semula transaksi.",Certifique-se de fornecer os dados mínimos necessários do cliente para garantir a segurança da conta e tente realizar a transação novamente.,"Please ensure the minimum required customer details are provided to ensure account security, and retry the transaction.",Asegúrese de proporcionar los datos mínimos del cliente necesarios para garantizar la seguridad de la cuenta y vuelva a intentar la transacción.,يرجى التأكد من توفير الحد الأدنى من تفاصيل العميل المطلوبة لضمان أمان الحساب، ثم إعادة محاولة المعاملة.,অ্যাকাউন্টের নিরাপত্তা নিশ্চিত করতে অনুগ্রহ করে ন্যূনতম প্রয়োজনীয় গ্রাহক তথ্য প্রদান করুন এবং লেনদেনটি পুনরায় চেষ্টা করুন।,"कृपया खाता सुरक्षा सुनिश्चित करने के लिए आवश्यक न्यूनतम ग्राहक विवरण प्रदान करें, और लेन-देन को पुनः प्रयास करें।","Harap pastikan bahwa detail pelanggan minimum yang diperlukan telah diberikan untuk menjamin keamanan akun, dan coba kembali transaksi tersebut.",계정 보안을 위해 최소한의 고객 정보를 제공했는지 확인한 후 거래를 다시 시도해 주세요.,အကောင့်လုံခြုံရေးသေချာစေရန် အနည်းဆုံးလိုအပ်သော သုံးစွဲသူအသေးစိတ်အချက်အလက်များကို ပေးဆောင်ထားကြောင်း သေချာစေပြီး အရောင်းအ၀ယ်ကို ပြန်လည်ကြိုးစားပါ။,"Please ensure the minimum required customer details are provided to ensure account security, and retry the transaction.","Please ensure the minimum required customer details are provided to ensure account security, and retry the transaction.","Pakitiyak na naibigay ang minimum na kinakailangang detalye ng customer upang matiyak ang seguridad ng account, at subukang muli ang transaksyon.","Veuillez vous assurer que les informations client minimales requises sont fournies afin de garantir la sécurité du compte, puis réessayez la transaction.","Tafadhali hakikisha maelezo ya chini kabisa ya mteja yanayohitajika yametolewa ili kuhakikisha usalama wa akaunti, na ujaribu tena muamala."
